epoch,scheme_mult_train_acc,scheme_mult_train_loss,scheme_mult_val_acc,scheme_mult_val_loss,scheme_add_train_acc,scheme_add_train_loss,scheme_add_val_acc,scheme_add_val_loss,scheme_cat_train_acc,scheme_cat_train_loss,scheme_cat_val_acc,scheme_cat_val_loss
1.31,50.991,99.10065424442291,50.5,1.009650468826294,52.258,97.94022196531296,51.4,0.9902803897857666,60.235,86.20094579458237,59.5,0.8710227608680725
1.32,50.595,99.19140249490738,48.0,1.0125877857208252,51.876,98.31423771381378,51.2,0.9892933368682861,60.381,85.86491012573242,59.3,0.8580126166343689
1.33,50.625,98.95878684520721,47.6,1.0128904581069946,52.025,98.19545239210129,50.8,1.000501036643982,60.064,86.13052147626877,59.8,0.8685755133628845
1.34,51.467,99.06833428144455,50.0,1.0058038234710693,52.042,98.09431010484695,52.6,0.9988400936126709,60.275,85.93479871749878,62.3,0.8572607636451721
1.35,50.67,99.23731970787048,48.9,1.0139946937561035,51.797,98.18741858005524,50.8,0.9963979125022888,60.46,85.69061994552612,59.3,0.8625705242156982
1.3599999999999999,51.444,98.23803216218948,50.8,1.0007416009902954,52.276,98.00348150730133,51.1,0.9850586652755737,59.806,86.88756275177002,58.6,0.8688937425613403
1.37,50.746,98.54566824436188,48.9,1.009473204612732,51.853,98.39190530776978,50.2,0.9958426356315613,60.249,86.30504083633423,59.5,0.8666084408760071
1.38,51.136,99.0394436120987,48.2,1.0089354515075684,52.55,97.6065154671669,51.6,0.9862915873527527,60.717,85.43457955121994,59.9,0.8644613027572632
1.3900000000000001,51.795,98.35374784469604,49.7,0.9962484836578369,52.395,97.94367015361786,51.8,0.9942615628242493,60.721,85.40655398368835,59.2,0.8681111931800842
1.4,52.03,97.70314866304398,52.9,0.9855797290802002,52.305,97.93212234973907,51.3,0.9938042759895325,60.899,85.37881910800934,58.8,0.8641182780265808
1.41,51.212,98.29200625419617,51.5,1.0017035007476807,52.342,97.93348014354706,51.4,0.988860547542572,61.024,84.88740420341492,61.0,0.8505582213401794
1.42,52.764,97.02501147985458,51.1,0.9876211285591125,52.089,98.24256336688995,50.4,0.9960184693336487,60.803,85.15683418512344,59.6,0.8669697642326355
1.43,52.399,97.3101190328598,50.8,0.9915418028831482,52.541,97.62719261646271,51.0,0.9838467836380005,61.085,85.15222531557083,59.9,0.8563997745513916
1.44,52.532,97.2967477440834,49.5,1.0020188093185425,52.203,97.9489209651947,51.9,0.9981165528297424,61.058,84.80812752246857,59.0,0.8724997639656067
1.45,52.276,97.25510042905807,49.0,1.0009422302246094,52.013,98.08105283975601,51.7,0.9986618757247925,60.742,85.30543458461761,59.7,0.8577304482460022
1.46,52.892,96.67714160680771,50.4,0.9911120533943176,52.698,97.45501452684402,51.7,0.9878503084182739,60.676,85.1816338300705,59.4,0.865439772605896
1.47,53.36,96.32839494943619,51.9,0.9809945225715637,52.146,97.89492511749268,52.2,0.980258584022522,60.921,84.85761088132858,60.1,0.8692166209220886
1.48,52.475,96.99500644207001,52.5,0.9795406460762024,51.635,98.47683835029602,52.3,0.9923577308654785,61.063,85.04084062576294,59.6,0.8658269643783569
1.49,52.869,96.45553487539291,53.6,0.9679547548294067,52.623,97.49962419271469,50.3,0.9901107549667358,61.444,84.6561478972435,61.1,0.8444247245788574
1.5,53.626,95.86627054214478,51.8,0.9764496684074402,52.058,98.0745097398758,51.6,0.996181845664978,61.511,84.26139187812805,61.6,0.8383327126502991
1.51,52.694,96.98849773406982,48.8,0.9875178337097168,52.219,98.13001376390457,49.9,1.0025004148483276,61.306,84.50704830884933,59.6,0.8539079427719116
1.52,52.503,96.79025077819824,49.3,0.9894120693206787,52.682,97.5203087925911,51.2,1.0007001161575317,61.326,84.37278831005096,61.0,0.8434624671936035
1.53,54.091,95.47591376304626,53.6,0.9696875214576721,52.115,98.34114003181458,50.5,1.0016785860061646,61.512,84.17688888311386,61.8,0.8353706002235413
1.54,53.386,96.0567381978035,51.1,0.9750831127166748,51.443,98.61910474300385,50.8,0.9993131756782532,61.413,84.22576659917831,60.1,0.8448938131332397
1.55,51.902,97.17166143655777,51.5,0.9720734357833862,50.802,99.03296601772308,50.3,1.0038318634033203,61.501,84.1187115907669,61.2,0.8431195616722107
1.56,53.482,96.00326311588287,52.6,0.9738481640815735,50.934,98.9822484254837,51.5,0.9957354068756104,61.579,84.01474410295486,60.5,0.8460180759429932
1.5699999999999998,53.96,95.32194310426712,53.3,0.9679338932037354,52.979,97.41204482316971,54.3,0.9696444869041443,61.591,84.06246918439865,60.4,0.8558624982833862
