epoch,dropout_0_train_acc,dropout_0_train_loss,dropout_0_val_acc,dropout_0_val_loss,dropout_0.1_train_acc,dropout_0.1_train_loss,dropout_0.1_val_acc,dropout_0.1_val_loss,dropout_0.3_train_acc,dropout_0.3_train_loss,dropout_0.3_val_acc,dropout_0.3_val_loss,dropout_0.5_train_acc,dropout_0.5_train_loss,dropout_0.5_val_acc,dropout_0.5_val_loss,dropout_0.7_train_acc,dropout_0.7_train_loss,dropout_0.7_val_acc,dropout_0.7_val_loss,dropout_0.9_train_acc,dropout_0.9_train_loss,dropout_0.9_val_acc,dropout_0.9_val_loss
0.73,61.91,84.83430677652359,60.2,0.8817676305770874,61.393,84.95170736312866,59.9,0.8717145323753357,60.786,85.85818892717361,60.0,0.877497673034668,59.585,88.41281968355179,59.4,0.8960307240486145,57.217,92.51399290561676,56.5,0.935311496257782,46.129,107.37239074707031,46.4,1.0739678144454956
0.74,62.344,83.96544700860977,59.7,0.8743672370910645,61.538,85.02058583498001,60.5,0.867918848991394,61.237,85.37333542108536,61.1,0.872276782989502,59.57,88.38565599918365,58.5,0.8947974443435669,57.426,92.26112550497055,57.0,0.9322425127029419,45.908,107.3169914484024,46.7,1.0733017921447754
0.75,62.173,83.94907534122467,60.0,0.8771465420722961,61.457,85.25734382867813,60.7,0.8700525164604187,61.524,85.11255490779877,60.1,0.8679649829864502,59.82,87.97331213951111,58.3,0.8905693292617798,57.673,91.9718189239502,57.6,0.9293007850646973,45.588,107.30173552036285,46.4,1.072991967201233
0.76,62.391,83.6651611328125,59.9,0.8722314834594727,61.797,84.55625039339066,60.2,0.86590975522995,61.718,84.94291359186172,60.5,0.867494523525238,59.357,88.19455832242966,58.5,0.8930639028549194,57.859,91.69319349527359,57.8,0.9262064099311829,45.16,107.35835409164429,45.8,1.0733733177185059
0.77,62.367,83.83809286355972,59.7,0.8733005523681641,61.786,84.46359074115753,60.7,0.8697267770767212,61.674,84.87688797712326,60.8,0.8695239424705505,59.409,88.09107440710068,58.7,0.8923693895339966,57.871,91.57605397701263,56.6,0.9248250126838684,44.79,107.38305377960205,45.9,1.0734765529632568
0.78,62.406,83.72438925504684,60.3,0.8740341663360596,61.733,84.56558209657669,60.8,0.8722339868545532,61.817,84.65366625785828,60.8,0.8666374683380127,60.023,87.52122330665588,59.0,0.8878105282783508,57.738,91.72314858436584,56.7,0.9256742000579834,44.603,107.36527979373932,46.1,1.0731656551361084
0.79,62.662,83.45717507600784,60.4,0.8714592456817627,61.942,84.24693959951401,61.1,0.8686152100563049,61.851,84.50449627637863,60.8,0.8633785247802734,60.223,87.36793196201324,59.7,0.8881177306175232,58.097,91.4180920124054,57.1,0.9226155281066895,44.58,107.31455302238464,46.0,1.072571039199829
0.8,62.409,83.59838199615479,60.4,0.8725088834762573,62.078,84.06583946943283,60.6,0.8660280108451843,61.527,85.00798696279526,60.8,0.8650736808776855,60.139,87.37056887149811,59.3,0.8903202414512634,58.493,91.10174661874771,57.4,0.9196382164955139,44.737,107.19170773029327,46.1,1.071242094039917
0.81,62.422,83.49878400564194,61.3,0.8690277934074402,62.075,84.18350201845169,60.3,0.8671374320983887,61.79,84.56173986196518,60.6,0.8617231249809265,60.304,87.1671769618988,59.0,0.8886378407478333,58.558,91.0299146771431,58.0,0.9188146591186523,45.11,107.01824820041656,45.8,1.0694228410720825
0.82,62.438,83.57226771116257,60.6,0.8666110634803772,62.165,84.10919487476349,60.0,0.8661355376243591,62.038,84.15826898813248,61.4,0.862255334854126,60.569,86.63261830806732,59.3,0.8831964135169983,58.253,91.11261987686157,57.3,0.9194559454917908,45.602,106.79081058502197,46.4,1.0670734643936157
0.83,62.417,83.73222887516022,60.6,0.8669880032539368,62.24,83.85238438844681,59.6,0.8622233867645264,61.683,84.64834433794022,60.5,0.8698129057884216,60.338,86.65636855363846,59.0,0.8830188512802124,58.436,90.92149090766907,57.7,0.9172576665878296,46.174,106.52842271327972,47.1,1.0643783807754517
0.84,62.879,82.98525273799896,61.1,0.8655254244804382,61.731,84.42079627513885,60.7,0.8678641319274902,61.982,84.23736953735352,61.0,0.8637728691101074,60.073,86.88480234146118,58.5,0.8844363689422607,58.67,90.67746222019196,57.6,0.9145287275314331,46.67,106.31738567352295,48.2,1.062232255935669
0.85,62.649,83.40377694368362,61.0,0.8717126846313477,61.876,84.19016981124878,61.0,0.8672768473625183,62.229,83.916752576828,61.2,0.8565715551376343,60.101,86.82049572467804,58.3,0.8837303519248962,58.855,90.54029577970505,58.3,0.913266658782959,47.151,106.08487606048584,47.7,1.0599051713943481
0.86,63.001,82.83477199077606,61.5,0.8614196181297302,62.276,83.64065992832184,61.8,0.8634843230247498,61.744,84.62632751464844,60.8,0.8604943156242371,60.702,86.27306318283081,59.5,0.8794103860855103,58.929,90.4655858874321,58.1,0.913116455078125,47.496,105.91905677318573,47.1,1.0582292079925537
0.87,62.74,83.16989976167679,60.4,0.8602024912834167,62.449,83.44520276784897,61.0,0.8604867458343506,61.92,84.335031747818,61.1,0.8576399087905884,60.939,86.08747202157974,60.1,0.8787862658500671,58.972,90.5117552280426,58.4,0.9147345423698425,47.546,105.84715688228607,47.7,1.05742347240448
0.88,62.667,83.10890126228333,61.3,0.8589217662811279,62.428,83.63456863164902,60.7,0.8591268062591553,62.498,83.68832099437714,61.3,0.8555929660797119,60.966,86.09650820493698,59.8,0.8795697689056396,58.991,90.42487424612045,58.6,0.914197564125061,47.601,105.83465564250946,48.0,1.0572407245635986
0.89,62.791,82.80532729625702,61.8,0.8600090146064758,62.622,83.40691286325455,61.1,0.8553162813186646,62.043,84.08959990739822,60.5,0.8624503016471863,61.023,86.0516706109047,59.8,0.879033088684082,59.196,90.15404629707336,58.2,0.9111602902412415,47.625,105.84950470924377,47.6,1.05736243724823
0.9,62.277,83.54585587978363,61.2,0.8700832724571228,62.618,83.30239206552505,61.1,0.8524609804153442,62.172,83.77250707149506,60.1,0.8574534058570862,61.126,85.88783037662506,59.7,0.8764437437057495,59.383,89.86552631855011,58.7,0.9082433581352234,47.387,105.9581869840622,48.8,1.0583550930023193
0.91,63.104,82.60693019628525,61.4,0.8573514819145203,62.672,83.12503761053085,60.4,0.8534518480300903,62.425,83.42363953590393,61.1,0.8497788906097412,61.222,85.75987201929092,58.8,0.8734830617904663,59.352,89.70340549945831,58.5,0.9064896702766418,46.983,106.08904433250427,48.1,1.0595358610153198
0.92,63.262,82.41815102100372,61.3,0.8536462783813477,62.492,83.24028825759888,60.8,0.8575753569602966,62.458,83.36738711595535,61.6,0.8476577401161194,61.173,85.7447116971016,59.3,0.8721975088119507,59.099,89.67571836709976,58.8,0.9055590033531189,46.535,106.178151845932,47.6,1.0602984428405762
0.93,63.222,82.20620703697205,62.6,0.8496000170707703,62.489,83.2406592965126,61.1,0.8583769202232361,62.498,83.31961607933044,61.4,0.8462873697280884,61.21,85.58776879310608,59.5,0.8697405457496643,58.812,89.68566924333572,57.4,0.905744194984436,46.166,106.22402143478394,47.6,1.0606733560562134
0.94,63.094,82.27117592096329,63.2,0.8498784899711609,62.737,83.02579098939896,60.9,0.8538524508476257,62.751,82.97493821382523,61.4,0.8452494740486145,61.447,85.28137695789337,60.2,0.8678355813026428,58.893,89.53442937135696,57.5,0.9045148491859436,46.163,106.17034530639648,47.7,1.0600899457931519
0.95,63.48,82.02875572443008,62.2,0.8465673327445984,62.734,83.14005643129349,61.2,0.8530169129371643,62.757,83.0267009139061,61.3,0.8489253520965576,61.594,85.02399969100952,60.5,0.8662141561508179,59.427,88.92645531892776,58.9,0.8986367583274841,46.531,106.0204725265503,47.9,1.0585336685180664
0.96,63.385,82.15882939100266,60.6,0.8490017056465149,62.966,82.73511970043182,62.2,0.8477157950401306,62.746,83.01014989614487,61.2,0.8492240309715271,61.568,84.9932147860527,60.2,0.865568220615387,59.725,88.6449601650238,59.4,0.8962278366088867,46.596,105.93565881252289,47.6,1.0576237440109253
0.97,63.314,82.23959374427795,61.3,0.8512706160545349,62.938,82.51327067613602,61.9,0.8450772762298584,62.824,82.92307716608047,61.2,0.848487138748169,61.519,85.00302904844284,59.2,0.8639979958534241,59.672,88.67178976535797,58.8,0.8970261216163635,46.793,105.81562054157257,47.8,1.056362271308899
0.98,63.581,81.88148057460785,61.9,0.8466511964797974,62.871,82.53457987308502,61.6,0.8445213437080383,62.823,82.8608791232109,60.8,0.8465194702148438,61.698,84.63103312253952,60.5,0.8605359792709351,59.757,88.66154474020004,59.2,0.8965988159179688,47.062,105.69411027431488,47.9,1.0551137924194336
0.99,63.399,81.93175518512726,62.2,0.8470865488052368,62.844,82.46833491325378,62.1,0.8452544808387756,62.875,82.77154278755188,62.3,0.8427164554595947,61.809,84.45170098543167,60.9,0.8590236902236938,59.899,88.46798324584961,58.9,0.8934595584869385,47.231,105.5946329832077,48.2,1.0541058778762817
1.01,63.476,81.8128809928894,62.1,0.8452044129371643,63.18,82.16739672422409,62.2,0.8461501002311707,62.798,82.77958631515503,62.5,0.8408058285713196,61.737,84.39339846372604,59.4,0.8570775389671326,59.626,88.48493510484695,58.1,0.8913114666938782,47.453,105.43666696548462,48.0,1.0524612665176392
1.02,63.478,81.86118859052658,61.8,0.8473031520843506,63.305,81.98133146762848,62.0,0.8422327041625977,63.131,82.40353214740753,61.4,0.8394728899002075,61.733,84.45147377252579,59.3,0.8573185205459595,59.595,88.32463723421097,58.8,0.8903056383132935,47.516,105.38585555553436,48.2,1.0519267320632935
1.03,63.454,81.83919483423233,61.0,0.8488457202911377,63.195,82.21371895074844,61.4,0.8399576544761658,62.792,82.83360624313354,62.0,0.8488836288452148,61.688,84.50644099712372,58.8,0.8575531840324402,59.325,88.29730182886124,58.9,0.8910742402076721,47.225,105.43825387954712,48.1,1.0523821115493774
1.04,63.563,81.63954168558121,62.9,0.8487603068351746,63.335,81.98180741071701,61.5,0.8385488390922546,62.219,83.39562785625458,61.2,0.8584533929824829,61.85,84.39402794837952,59.3,0.8559866547584534,59.523,88.03663754463196,59.5,0.8890367746353149,46.701,105.55922770500183,47.5,1.0534621477127075
1.05,63.562,81.39423459768295,62.2,0.8458245396614075,63.391,81.751285135746,61.9,0.8388750553131104,62.876,82.5373967885971,60.7,0.8481258749961853,62.204,84.03052806854248,60.1,0.8542764186859131,60.055,87.57180517911911,58.8,0.8841511607170105,46.125,105.68097162246704,46.7,1.0545575618743896
1.06,63.556,81.25588023662567,62.2,0.8435977101325989,63.295,81.90134370326996,61.8,0.8443188071250916,63.214,82.00978541374207,62.1,0.8361195921897888,62.233,83.91322457790375,60.3,0.85369473695755,60.113,87.51278805732727,58.8,0.8832511305809021,45.599,105.78836810588837,46.5,1.0554909706115723
1.07,63.715,81.10867112874985,62.2,0.8426896929740906,63.251,81.92181831598282,61.5,0.8458383083343506,62.02,84.0221391916275,62.4,0.8496582508087158,62.256,83.86148607730865,60.6,0.8531751036643982,59.876,87.67904192209244,58.9,0.8849968314170837,45.239,105.86545526981354,45.8,1.0561480522155762
1.08,63.868,81.03351444005966,61.1,0.8432029485702515,63.497,81.62541425228119,62.0,0.8414257168769836,61.712,84.69277966022491,61.3,0.855802595615387,62.273,83.80326217412949,60.0,0.8519933819770813,59.584,87.96636629104614,58.3,0.8874871730804443,45.528,105.71719205379486,46.2,1.0545401573181152
1.09,63.908,80.99198341369629,60.7,0.8446804285049438,63.67,81.63872581720352,62.6,0.8391933441162109,62.754,82.72734022140503,62.3,0.8412567377090454,62.29,83.71589416265488,59.9,0.8511964082717896,60.206,87.24043554067612,58.3,0.8812065720558167,45.903,105.50093173980713,46.7,1.052321434020996
1.1,63.92,80.91078513860703,61.1,0.8444305062294006,63.565,81.68860733509064,62.2,0.8386175632476807,63.179,81.9330940246582,61.1,0.8422117829322815,62.403,83.49695944786072,59.7,0.8507683277130127,60.264,87.11417752504349,59.4,0.881585955619812,46.365,105.27710175514221,47.3,1.0500187873840332
1.11,63.806,81.00081825256348,60.6,0.841086745262146,63.629,81.61615878343582,62.4,0.8378678560256958,62.272,83.14982599020004,60.0,0.8599939942359924,62.407,83.37118792533875,59.8,0.8503908514976501,59.748,87.70472884178162,59.3,0.8888864517211914,46.766,105.0853568315506,48.1,1.0480483770370483
1.12,63.624,81.0605953335762,62.1,0.8427734971046448,63.751,81.25155121088028,62.2,0.8357730507850647,62.264,83.13590759038925,60.7,0.8599019646644592,62.43,83.35901838541031,60.5,0.8491261601448059,59.696,87.76444798707962,58.5,0.8903767466545105,46.887,104.9807493686676,48.4,1.0469247102737427
1.13,63.67,80.9855335354805,61.5,0.8448452949523926,63.724,81.0851958990097,61.7,0.8380728960037231,63.058,82.22610831260681,62.1,0.8470832109451294,62.161,83.67081320285797,60.5,0.8516846895217896,60.421,86.92788898944855,58.8,0.881550133228302,46.642,105.0590683221817,47.9,1.0476001501083374
1.1400000000000001,63.996,80.69551187753677,60.9,0.8390349745750427,63.597,81.3259626030922,62.6,0.8434550762176514,63.26,82.31629014015198,61.0,0.8422540426254272,62.421,83.23188424110413,61.2,0.8490718603134155,60.015,87.38946050405502,59.0,0.8842290043830872,46.107,105.2353423833847,47.1,1.0492634773254395
1.15,64.106,80.85593348741531,61.0,0.839909553527832,63.899,81.07346940040588,62.2,0.8405168652534485,63.075,82.56845504045486,61.8,0.8422507047653198,62.509,82.89960563182831,59.7,0.8491927981376648,59.395,88.19662767648697,58.7,0.8914150595664978,45.589,105.42923581600189,46.3,1.051146388053894
1.16,64.173,80.52376526594162,61.3,0.8368868231773376,63.931,81.01041889190674,62.5,0.8390682339668274,63.247,82.18018138408661,62.2,0.8389058113098145,62.018,83.46483248472214,59.3,0.8569374680519104,60.55,86.89892596006393,59.6,0.8803937435150146,45.151,105.57611572742462,45.7,1.0526177883148193
1.17,64.212,80.31353026628494,61.0,0.8371047973632812,63.974,80.9387543797493,62.2,0.8371073603630066,63.327,81.99835807085037,61.2,0.8406950235366821,62.168,83.24023985862732,59.5,0.8551205992698669,60.681,86.99047410488129,59.5,0.8832614421844482,45.101,105.55947053432465,45.9,1.052423357963562
1.18,64.092,80.38163983821869,61.0,0.837944507598877,63.855,81.01090157032013,62.2,0.8364219069480896,62.775,82.52777707576752,60.3,0.8506714105606079,62.661,82.56787168979645,60.4,0.8458726406097412,59.669,88.0738936662674,59.2,0.8945497870445251,45.08,105.52091979980469,45.7,1.0519516468048096
1.19,64.388,80.23013854026794,61.5,0.8359891772270203,64.052,80.59136664867401,62.0,0.8372235894203186,62.855,82.38040339946747,60.7,0.851610541343689,62.166,83.45170295238495,59.9,0.850811779499054,59.239,88.47208595275879,59.1,0.8979300856590271,44.807,105.56797301769257,44.8,1.0522465705871582
1.2,64.134,80.96303433179855,61.0,0.8432119488716125,64.095,80.60592889785767,61.6,0.8423476219177246,63.331,81.83372324705124,60.6,0.8463379740715027,62.348,83.13854169845581,60.3,0.8476057648658752,59.507,88.18209981918335,58.8,0.8940404057502747,44.141,105.73157966136932,44.3,1.0536835193634033
1.21,64.31,80.53771215677261,61.4,0.8437169790267944,63.817,81.04828578233719,62.2,0.8508755564689636,63.662,81.39575898647308,62.1,0.8395704627037048,62.813,82.39744818210602,60.4,0.8430500626564026,60.257,87.48636221885681,59.0,0.8858460187911987,43.827,105.7757956981659,44.0,1.0539616346359253
1.22,64.282,80.19494694471359,62.0,0.8420271873474121,63.918,80.87347149848938,61.4,0.8506494760513306,63.711,81.35609704256058,62.2,0.8364123106002808,62.174,83.36476653814316,60.9,0.8552502393722534,60.948,86.76143890619278,60.0,0.8775240182876587,44.012,105.67019176483154,44.2,1.052761197090149
1.23,63.947,80.53342896699905,61.4,0.8457422256469727,63.937,80.60092830657959,61.4,0.8460280895233154,63.829,81.12443727254868,61.5,0.8315024971961975,62.023,83.64901036024094,61.1,0.8574269413948059,60.988,86.5669094324112,59.7,0.874945878982544,44.172,105.57423067092896,44.7,1.0517287254333496
1.24,64.537,79.99680107831955,60.8,0.8403369784355164,63.619,81.03509610891342,61.2,0.8443552851676941,63.876,81.05810105800629,61.6,0.8294934034347534,62.777,82.49701648950577,61.1,0.8420913815498352,60.579,86.6693726181984,59.1,0.8760600090026855,44.199,105.52092289924622,44.7,1.0511630773544312
1.25,64.397,80.48719954490662,61.3,0.8432213664054871,63.823,80.9735454916954,60.7,0.8431141376495361,63.921,80.95549964904785,62.2,0.827157735824585,62.738,82.64970725774765,60.4,0.8393422365188599,60.508,86.56378298997879,59.1,0.8761884570121765,44.627,105.34280574321747,44.9,1.0493818521499634
1.26,64.681,79.87494331598282,61.0,0.8388798236846924,64.262,80.42386186122894,61.2,0.8406450152397156,64.097,80.59197705984116,62.3,0.8250063061714172,62.12,83.51642847061157,60.3,0.8454763293266296,60.689,86.24059516191483,60.0,0.8743000030517578,44.831,105.24770474433899,44.7,1.048457145690918
1.27,64.472,79.9756607413292,61.3,0.8422922492027283,63.886,80.81313914060593,61.4,0.8513669371604919,63.962,80.7942036986351,62.4,0.8286392092704773,62.137,83.52298682928085,60.9,0.845076322555542,61.137,85.67046904563904,60.9,0.869597315788269,45.218,105.06370830535889,45.4,1.0467160940170288
1.28,64.447,80.03861898183823,61.7,0.8427999019622803,63.84,80.89021581411362,61.6,0.8533506989479065,63.571,81.28693395853043,62.0,0.8352603912353516,62.826,82.70838075876236,61.1,0.8382623195648193,61.394,85.38799792528152,60.9,0.866858720779419,45.554,104.89617443084717,45.4,1.0451349020004272
1.29,64.661,79.6811112165451,61.7,0.8381894826889038,64.336,80.08928376436234,61.8,0.8405221104621887,63.919,80.77174770832062,62.1,0.8295581936836243,62.92,82.72617584466934,61.6,0.8392201662063599,60.909,85.59128260612488,61.5,0.8689718842506409,45.855,104.74763309955597,45.9,1.043744683265686
1.3,64.905,79.5659327507019,61.2,0.8332595229148865,64.173,80.34630799293518,60.6,0.8374596238136292,64.188,80.36979550123215,62.6,0.8245315551757812,62.345,83.42844784259796,60.9,0.8460999727249146,60.686,85.84363240003586,60.6,0.8708357214927673,46.109,104.63337564468384,45.8,1.0426275730133057
1.31,64.754,79.94944888353348,61.2,0.8356049060821533,63.945,80.76128935813904,60.7,0.8390793800354004,64.228,80.3407940864563,62.3,0.8208792805671692,62.277,83.41235047578812,61.5,0.8460153937339783,60.701,85.86068505048752,60.3,0.8698689341545105,46.19,104.56278479099274,46.1,1.0418952703475952
1.32,64.94,79.5615696310997,61.2,0.8347153067588806,64.567,79.87288051843643,61.1,0.8329504132270813,63.956,80.69868212938309,62.3,0.8216755390167236,62.789,82.80905485153198,60.8,0.8401597142219543,61.009,85.57741791009903,60.4,0.866451621055603,46.016,104.59999120235443,46.3,1.0422669649124146
1.33,65.036,79.38962346315384,61.6,0.8345363140106201,64.623,79.80074793100357,61.8,0.8353337645530701,63.74,80.94501656293869,62.7,0.8211909532546997,63.292,82.1997658610344,61.2,0.8337026238441467,61.431,85.22244548797607,60.8,0.863173246383667,46.058,104.55771815776825,46.5,1.0418415069580078
1.34,64.663,79.54122823476791,61.8,0.836655855178833,64.515,79.99790054559708,62.1,0.8390408754348755,64.12,80.38099843263626,62.6,0.8167008757591248,63.282,81.9939906001091,61.1,0.8313338756561279,61.658,85.03051042556763,60.4,0.8619919419288635,45.774,104.65402138233185,45.6,1.0427968502044678
1.35,64.668,79.47025740146637,62.8,0.8344542980194092,64.704,79.75346183776855,61.8,0.8346606492996216,64.265,80.23677581548691,63.1,0.8187127113342285,63.206,81.93052685260773,61.8,0.8306168913841248,61.675,84.98498558998108,60.8,0.8626423478126526,45.019,104.93439292907715,45.2,1.0455471277236938
1.3599999999999999,65.13,78.97078168392181,62.2,0.8264361619949341,64.819,79.56026214361191,61.7,0.8308168649673462,63.77,80.874844789505,63.1,0.8278180956840515,63.443,81.64010417461395,61.4,0.8286840319633484,61.634,84.98942875862122,60.9,0.8637790679931641,44.252,105.20690286159515,44.5,1.0482409000396729
1.37,64.937,79.53205245733261,61.5,0.8292413949966431,64.917,79.45796859264374,61.6,0.8304479718208313,63.758,80.89643931388855,63.4,0.8276413083076477,63.552,81.37192171812057,61.6,0.826591968536377,61.712,84.99302822351456,61.3,0.8639426827430725,43.708,105.41871750354767,43.9,1.0502381324768066
1.38,65.032,79.3171079158783,62.0,0.8262755870819092,64.722,79.70803719758987,61.2,0.8363398909568787,64.333,80.0778636932373,63.4,0.8169775009155273,63.378,81.41564565896988,61.5,0.8276680111885071,61.893,84.89638441801071,61.2,0.8627259135246277,43.407,105.5361328125,44.0,1.0512570142745972
1.3900000000000001,65.226,78.73544645309448,62.3,0.8241633176803589,64.825,79.45612233877182,62.2,0.8337674736976624,64.412,80.02141636610031,63.6,0.8143918514251709,63.284,81.5050259232521,62.3,0.8298472166061401,61.912,84.94903129339218,61.3,0.862607479095459,43.187,105.60043895244598,44.1,1.0517035722732544
1.4,64.835,79.11529070138931,62.7,0.8281716108322144,64.923,79.27504938840866,61.4,0.8310546278953552,64.32,80.06272733211517,62.6,0.8173914551734924,63.425,81.30714726448059,62.3,0.8290537595748901,61.855,85.00142222642899,60.7,0.8628549575805664,43.2,105.58044898509979,43.8,1.0513226985931396
1.41,65.412,78.56383991241455,62.2,0.8215336203575134,64.923,79.29579252004623,61.5,0.8316491842269897,64.246,80.27456003427505,61.8,0.8225694298744202,63.555,81.17565006017685,62.2,0.828204333782196,61.712,84.99037706851959,60.0,0.8625400066375732,43.147,105.59747409820557,44.1,1.0513514280319214
1.42,65.323,78.79409158229828,61.9,0.8221441507339478,64.98,79.24352365732193,61.9,0.8327531218528748,64.21,80.19317430257797,62.2,0.8247861266136169,63.384,81.476691365242,62.1,0.832082986831665,61.699,84.79739737510681,59.8,0.8608455657958984,43.144,105.59081959724426,44.3,1.0511298179626465
1.43,65.256,78.96819806098938,62.1,0.8249631524085999,65.049,79.00078958272934,61.2,0.8320868611335754,64.403,79.86195546388626,62.0,0.8211445808410645,63.435,81.40721899271011,62.5,0.8323386907577515,62.005,84.46097588539124,61.1,0.8582413792610168,43.453,105.43209791183472,44.6,1.0494520664215088
1.44,65.157,78.7490810751915,62.5,0.8263219594955444,64.904,79.07255834341049,61.6,0.8345063328742981,64.486,79.80864232778549,63.4,0.8186747431755066,63.601,81.04895532131195,62.2,0.8295601010322571,62.077,84.22477728128433,61.7,0.8573883175849915,43.811,105.25547754764557,44.7,1.0476287603378296
1.45,64.986,78.81047224998474,62.5,0.825154721736908,64.96,78.96691519021988,61.5,0.8334332704544067,64.352,79.98831278085709,63.9,0.8183702826499939,63.386,81.41658800840378,61.6,0.8344552516937256,61.823,84.16248965263367,61.5,0.8581079840660095,43.998,105.16182482242584,45.1,1.0466713905334473
1.46,64.463,79.84195077419281,63.2,0.8292602300643921,65.072,78.85676348209381,61.4,0.8304077982902527,64.237,80.15295976400375,63.8,0.8183407187461853,62.949,82.05369454622269,61.0,0.8411159515380859,61.867,83.95188808441162,61.3,0.8564475178718567,44.158,105.06402945518494,45.1,1.0456817150115967
1.47,64.538,80.09852266311646,62.6,0.8278695940971375,64.885,79.26896727085114,62.3,0.8317686915397644,64.279,80.01819866895676,63.2,0.8156235218048096,63.104,81.98588871955872,61.1,0.8398981690406799,62.22,83.60830700397491,62.0,0.8521541953086853,43.951,105.11763286590576,45.0,1.046177864074707
1.48,65.259,78.91146576404572,63.3,0.8188750743865967,64.962,79.14225816726685,62.4,0.8304693698883057,64.445,79.82360285520554,64.0,0.8131871223449707,63.565,81.51704412698746,61.2,0.8338017463684082,62.304,83.47503799200058,61.1,0.8500363826751709,44.058,105.02985119819641,44.8,1.0452898740768433
1.49,64.867,79.37948870658875,63.3,0.8302821516990662,65.134,78.6088679432869,62.1,0.8280421495437622,64.659,79.52713030576706,62.8,0.8124186992645264,63.61,81.33047765493393,62.1,0.8308438658714294,61.975,83.84853738546371,60.5,0.8516256213188171,44.258,104.89495813846588,45.3,1.0438811779022217
1.5,64.258,80.05581814050674,62.3,0.8417468667030334,64.906,78.89007067680359,62.5,0.8323718905448914,64.761,79.19603949785233,63.2,0.813664436340332,63.388,81.75846689939499,62.0,0.8338677287101746,61.911,83.89853322505951,60.9,0.8509965538978577,44.241,104.85000908374786,45.2,1.0432701110839844
1.51,65.458,78.27988827228546,62.7,0.8193544149398804,65.146,78.55200529098511,61.8,0.827637255191803,64.693,79.26809227466583,63.2,0.8175228834152222,63.214,82.03148704767227,61.9,0.837119996547699,62.107,83.69962865114212,60.8,0.8489333987236023,44.599,104.68337213993073,45.1,1.0414613485336304
1.52,65.058,78.79338055849075,62.8,0.8209448456764221,65.259,78.36636143922806,62.3,0.8229598999023438,64.684,79.25468814373016,62.2,0.8196950554847717,63.341,81.79234755039215,62.0,0.8357827067375183,62.385,83.38093620538712,60.9,0.8464717864990234,44.37,104.75395858287811,45.1,1.0419185161590576
1.53,64.58,79.52960395812988,63.2,0.8264822959899902,65.272,78.58575856685638,62.6,0.8200079202651978,64.855,78.88887017965317,62.6,0.8149805068969727,63.683,81.19350838661194,61.7,0.831139326095581,62.385,83.32881933450699,61.9,0.8469268083572388,43.66,105.08972406387329,44.8,1.0449732542037964
1.54,65.386,78.46617823839188,63.4,0.816607654094696,65.13,78.76532685756683,62.5,0.8193857073783875,65.006,78.66283768415451,62.7,0.8112927079200745,63.856,80.973095536232,61.0,0.8301383852958679,62.233,83.4866281747818,62.2,0.8487944006919861,43.277,105.29614305496216,44.4,1.0468040704727173
1.55,65.456,78.3894973397255,63.0,0.8195971250534058,65.327,78.40622413158417,62.9,0.8175913095474243,65.106,78.57846331596375,64.0,0.8077031970024109,63.562,81.41679245233536,62.0,0.8348416686058044,62.254,83.48194390535355,62.3,0.8486025929450989,43.04,105.44037461280823,44.5,1.0481377840042114
1.56,64.622,79.49491518735886,62.3,0.8356750011444092,65.351,78.37455946207047,62.7,0.8182749152183533,65.143,78.53911924362183,63.7,0.8069363832473755,63.421,81.56975072622299,61.9,0.8361237645149231,62.355,83.38907158374786,61.7,0.8470165729522705,42.935,105.49827563762665,44.3,1.048725962638855
1.5699999999999998,65.168,78.6335859298706,63.4,0.8273394703865051,65.325,78.44211912155151,63.2,0.819394052028656,65.187,78.4131606221199,63.6,0.8067256808280945,63.534,81.22090917825699,62.2,0.8318673968315125,62.478,83.30754405260086,60.8,0.8450155854225159,43.186,105.32790565490723,44.7,1.047202229499817
1.58,65.618,77.89211028814316,63.1,0.816723644733429,65.327,78.55026948451996,63.1,0.8198311924934387,65.201,78.37567406892776,63.3,0.8074756264686584,63.867,80.77368265390396,61.9,0.8269098401069641,62.333,83.45259428024292,60.9,0.8455974459648132,43.242,105.26159811019897,44.6,1.0466210842132568
1.5899999999999999,65.214,78.54727268218994,64.1,0.8205995559692383,65.465,78.4717772603035,63.1,0.8155680894851685,65.199,78.34696304798126,63.5,0.8084529638290405,63.969,80.51455008983612,61.5,0.8239555954933167,62.371,83.44449543952942,60.5,0.845845103263855,43.428,105.16156136989594,44.6,1.0457062721252441
1.6,65.333,78.51290917396545,63.9,0.8186732530593872,65.512,78.49681508541107,63.5,0.8130276203155518,65.303,78.2078806757927,63.3,0.8062797784805298,63.907,80.53561621904373,61.5,0.8245663046836853,62.504,83.23316925764084,61.1,0.8446739912033081,43.79,104.98539924621582,45.2,1.0440471172332764
1.6099999999999999,65.804,77.95672833919525,63.4,0.8132492899894714,65.533,78.39717233181,63.7,0.8118820190429688,65.295,78.26281571388245,63.9,0.8064022064208984,63.775,80.71427381038666,61.2,0.8276543021202087,62.658,83.21684777736664,61.7,0.8456815481185913,43.906,104.91470944881439,45.1,1.0433458089828491
1.62,65.863,77.8257726430893,63.9,0.8147698640823364,65.285,78.37538349628448,63.2,0.8150944709777832,65.351,78.29854673147202,63.9,0.8053520917892456,63.691,80.74699777364731,61.1,0.8298744559288025,62.592,83.48399639129639,61.9,0.8486423492431641,43.541,105.08474504947662,44.6,1.045007348060608
