epoch,scheme_mult_train_acc,scheme_mult_train_loss,scheme_mult_val_acc,scheme_mult_val_loss,scheme_add_train_acc,scheme_add_train_loss,scheme_add_val_acc,scheme_add_val_loss,scheme_cat_train_acc,scheme_cat_train_loss,scheme_cat_val_acc,scheme_cat_val_loss
1.2,55.285,94.14299488067627,54.0,0.9441567063331604,58.343,91.12676787376404,57.4,0.9169890284538269,64.533,80.20512944459915,62.8,0.8285495638847351
1.21,56.063,93.37468254566193,54.1,0.9351744055747986,57.299,91.91562962532043,55.9,0.9243387579917908,64.28,80.43942755460739,62.1,0.834228515625
1.22,56.401,93.05890339612961,55.0,0.9337599277496338,56.139,93.1915043592453,55.6,0.9375464916229248,63.892,80.88505578041077,62.5,0.8388751745223999
1.23,56.106,93.37066221237183,54.7,0.9394407272338867,57.564,91.74987667798996,55.5,0.9245562553405762,64.47,80.18673175573349,62.9,0.8291332721710205
1.24,55.789,93.68494099378586,54.7,0.9441238641738892,58.743,90.69922870397568,56.9,0.9142098426818848,64.465,80.30304819345474,63.0,0.8249728679656982
1.25,56.638,92.75021755695343,55.5,0.9315491914749146,57.269,91.99953323602676,57.7,0.9271112084388733,64.457,80.43841427564621,63.1,0.8285142183303833
1.26,56.191,93.07705771923065,55.7,0.9335721731185913,57.609,91.68604671955109,57.7,0.9238825440406799,64.442,80.28474819660187,63.4,0.8307729959487915
1.27,56.249,92.956696331501,54.9,0.9311686158180237,58.899,90.40428823232651,57.6,0.9126188158988953,64.378,80.18794304132462,63.0,0.830151379108429
1.28,56.738,92.42285025119781,56.5,0.9287101626396179,57.843,91.39872527122498,55.6,0.9245865941047668,64.642,79.7837917804718,62.8,0.8219625949859619
1.29,56.812,92.43761974573135,57.0,0.9323274493217468,57.21,92.02077162265778,54.6,0.9321656227111816,64.469,80.03826254606247,63.5,0.8205359578132629
1.3,56.697,92.48472893238068,56.0,0.9344030618667603,58.501,90.51018625497818,56.2,0.9145492911338806,64.47,80.09592723846436,63.5,0.8210223913192749
1.31,56.852,92.24265658855438,55.9,0.9309802055358887,58.894,90.09314727783203,57.0,0.9075993299484253,64.769,79.7049332857132,63.6,0.8199656009674072
1.32,56.599,92.51006209850311,56.7,0.9301343560218811,58.733,90.29240477085114,56.9,0.909870445728302,64.432,79.93615025281906,61.8,0.8295391201972961
1.33,56.65,92.24871855974197,56.6,0.9293858408927917,58.793,90.22779983282089,58.3,0.9113346934318542,63.677,81.09178215265274,61.2,0.8460817337036133
1.34,55.947,92.82769602537155,55.0,0.9415441751480103,58.93,90.2483537197113,57.8,0.9158326983451843,64.385,80.04004806280136,62.4,0.8327491283416748
1.35,56.741,92.35166150331497,56.6,0.9406458735466003,59.299,89.65476030111313,56.9,0.9096195101737976,64.723,79.83770203590393,63.3,0.8234003186225891
1.3599999999999999,56.809,92.17481189966202,55.7,0.9332796335220337,59.353,89.3992355465889,56.4,0.9057387113571167,63.616,81.74461179971695,62.6,0.8377443552017212
1.37,55.638,93.82204169034958,56.0,0.9452537298202515,58.551,90.0122697353363,56.5,0.9086048603057861,64.178,81.04905956983566,62.6,0.8346532583236694
1.38,57.476,91.38368541002274,56.4,0.9286404848098755,57.543,91.10704165697098,56.9,0.9163256883621216,64.768,79.99371647834778,62.6,0.8320725560188293
1.3900000000000001,56.037,93.41603803634644,55.7,0.9545373320579529,59.583,89.05613142251968,56.5,0.9020185470581055,64.091,80.62211537361145,62.0,0.8449849486351013
1.4,57.084,91.73123723268509,55.9,0.9324687719345093,58.485,90.52093011140823,58.1,0.9205407500267029,63.716,81.04153490066528,61.2,0.8522644639015198
1.41,57.128,91.55509626865387,56.8,0.9225740432739258,59.24,89.64366567134857,58.0,0.9088318347930908,64.513,79.78094530105591,61.6,0.8338965773582458
1.42,57.027,91.69059926271439,56.9,0.9236418604850769,58.795,89.68189704418182,57.1,0.9020859599113464,64.028,80.1937547326088,61.6,0.8302784562110901
1.43,57.74,90.9388507604599,57.3,0.9198241829872131,58.884,89.46675848960876,56.4,0.8999823927879333,63.722,81.0117381811142,61.3,0.8331705927848816
1.44,57.175,91.45074927806854,56.4,0.9301508665084839,59.788,88.6665855050087,56.3,0.8951785564422607,64.632,79.86861616373062,62.7,0.8226879239082336
1.45,57.167,91.47128885984421,56.5,0.9310173392295837,59.104,89.61784195899963,58.4,0.9087833762168884,65.152,79.02432471513748,62.4,0.8200775384902954
